resale_price,registered_year,engine_capacity,kms_driven,owner_type,max_power,seats,mileage,transmission_type_Manual,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,body_type_Coupe,body_type_Hatchback,body_type_MUV,body_type_Pickup,body_type_SUV,body_type_Sedan,body_type_Wagon,brand_encoded,model_freq
380000,-0.40164596511513634,-0.4787301312737432,-0.4425628528441014,1,-0.4903834363819637,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,596259.8822539949,0.0033586194915744974
590000,1.2559055157244579,-0.47451564092016835,-0.4425628528441014,1,-0.38675030932598053,-0.30964340420082415,0.1696766491017608,True,False,False,False,True,False,False,False,False,True,False,False,741613.3946053946,0.0004632578609068273
400000,-0.125387384975204,0.1555506669392685,1.4204605314475376,1,-0.35608564754051675,-0.30964340420082415,0.18160214675621106,True,True,False,False,False,False,True,False,False,False,False,False,660315.0673952642,0.010944466963923795
300000,-0.954163125395001,-0.126820186750245,-0.2873109041531315,1,-0.8247849305971665,-0.30964340420082415,1.0044614849132651,True,True,False,False,False,False,True,False,False,False,False,False,1323925.242816092,0.001273959117493775
500000,0.15087119516472836,0.07758259539813418,0.9547046853746279,1,-0.4500940997295297,-0.30964340420082415,0.11720445942218082,True,True,False,False,False,False,False,False,False,True,False,False,508516.7376,0.000984422954427008
210000,-0.40164596511513634,-1.3237354471654963,-0.5978148015350713,1,-1.2670723151816652,-0.30964340420082415,0.8017280247876138,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.017603798714459436
100000,-2.0591974459547306,-0.8980719214544386,0.4889488393017181,2,-0.8238896120048903,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
900000,-0.40164596511513634,1.5905846323314976,-0.13205895546216156,1,0.8078285224186901,2.687683920431482,-0.8058290590322543,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.001158144652267068
1349000,0.9796469355845254,0.14501444105533143,0.17844494191977828,1,0.21311314749914934,-0.30964340420082415,0.3390187157949519,True,True,False,False,False,False,False,False,False,True,False,False,1491966.6333333333,0.010597023568243673
650000,0.7033883554445931,-0.3712606272575851,-0.13205895546216156,1,-0.6689994955410882,-0.30964340420082415,2.151694359271361,True,True,False,False,False,False,False,False,False,False,True,False,503753.382088303,0.033412473217904914
475000,0.7033883554445931,-0.8980719214544386,-0.5978148015350713,1,-0.8250087602452357,-0.30964340420082415,0.5751435693530628,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
320000,-0.6779045452550687,0.07758259539813418,0.4889488393017181,2,-0.4500940997295297,-0.30964340420082415,0.2555402322138011,True,True,False,False,False,False,False,False,False,True,False,False,509247.2419354839,0.0022004748393074296
650000,0.7033883554445931,-0.3712606272575851,-0.13205895546216156,1,-0.6689994955410882,-0.30964340420082415,2.151694359271361,True,True,False,False,False,False,False,False,False,False,True,False,503753.382088303,0.033412473217904914
370000,-0.40164596511513634,-0.4787301312737432,0.02319299322880837,2,-0.4903834363819637,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,596259.8822539949,0.00781747640280271
110000,-2.0591974459547306,-0.7653154753168315,0.4889488393017181,2,-0.826127908485581,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
50000,-2.0591974459547306,-0.9043936569848009,0.02319299322880837,2,-0.9156597677132123,-0.30964340420082415,-0.8058290590322543,True,False,False,False,True,False,True,False,False,False,False,False,208658.3354037267,0.0019109386762406625
550000,0.9796469355845254,0.15765791211605593,0.02319299322880837,2,-0.11076835325680714,-0.30964340420082415,1.1976545469153559,True,True,False,False,False,False,True,False,False,False,False,False,766432.6854545454,0.00011581446522670682
390000,-0.40164596511513634,0.1555506669392685,0.4889488393017181,2,-0.11882622058729395,-0.30964340420082415,1.88933341087346,True,True,False,False,False,False,True,False,False,False,False,False,604735.8242865137,0.009380971683363252
250000,0.15087119516472836,-0.7126343458971461,-0.5978148015350713,2,-0.8026257954383279,-0.30964340420082415,0.10289386223684019,True,False,False,False,True,False,True,False,False,False,False,False,596259.8822539949,0.011002374196537148
200000,-0.954163125395001,-1.3237354471654963,0.3336968906107482,1,-1.2670723151816652,-0.30964340420082415,0.8017280247876138,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.017603798714459436
725000,1.53216409586439,-0.4787301312737432,-0.7530667502260412,1,-0.34489416513706284,-0.30964340420082415,0.7230197402682438,True,False,False,False,True,False,False,False,False,False,True,False,503753.382088303,0.033412473217904914
450000,0.15087119516472836,0.1555506669392685,0.799452736683658,1,-0.11882622058729395,-0.30964340420082415,1.88933341087346,True,True,False,False,False,False,True,False,False,False,False,False,604735.8242865137,0.009380971683363252
750000,0.15087119516472836,0.1555506669392685,0.9547046853746279,1,-0.13449429595212917,-0.30964340420082415,1.4838664906221581,True,True,False,False,False,False,False,False,False,False,True,False,604735.8242865137,0.000579072326133534
206000,-0.954163125395001,-1.3237354471654963,0.3336968906107482,1,-1.2670723151816652,-0.30964340420082415,0.8017280247876138,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.017603798714459436
550000,-0.40164596511513634,1.5905846323314976,0.9547046853746279,1,0.8078285224186901,2.687683920431482,-0.8058290590322543,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.001968845908854016
250000,-1.2304217055349334,-0.8980719214544386,1.4204605314475376,1,-1.0230979987863698,-0.30964340420082415,1.6269724624755584,True,False,False,False,False,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
210000,-0.954163125395001,-1.3237354471654963,0.3336968906107482,1,-1.2670723151816652,-0.30964340420082415,0.8017280247876138,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.017603798714459436
185000,-0.125387384975204,-1.317413711635134,0.02319299322880837,2,-1.1327745263402182,-0.30964340420082415,1.3813072107938877,True,False,False,False,True,False,True,False,False,False,False,False,508516.7376,0.014824251549018473
300000,-0.6779045452550687,-0.4787301312737432,0.17844494191977828,3,-0.4903834363819637,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,596259.8822539949,0.00781747640280271
50000,-2.0591974459547306,-0.9043936569848009,0.02319299322880837,3,-0.9380427325201202,-0.30964340420082415,-0.3288091528542518,True,False,False,False,True,False,True,False,False,False,False,False,208658.3354037267,0.0019109386762406625
50000,-2.0591974459547306,-0.9043936569848009,0.02319299322880837,2,-0.9380427325201202,-0.30964340420082415,-0.3288091528542518,True,False,False,False,True,False,True,False,False,False,False,False,208658.3354037267,0.0019109386762406625
250000,-0.954163125395001,-0.640988009886374,0.6442007879926881,2,-0.7589790140648576,-0.30964340420082415,1.1022505656797559,True,True,False,False,False,False,True,False,False,False,False,False,596259.8822539949,0.018298685505819676
190000,-1.2304217055349334,0.34098824249656096,0.9547046853746279,2,-0.013626285994827117,-0.30964340420082415,-0.9250840355767549,True,False,False,False,True,False,False,False,False,False,True,False,503753.382088303,0.0016214025131738954
650000,0.7033883554445931,-0.4787301312737432,-0.2873109041531315,1,-0.4948600293433453,-0.30964340420082415,0.4368077965614425,True,False,False,False,True,False,False,False,False,False,True,False,503753.382088303,0.033412473217904914
500000,-0.954163125395001,1.5905846323314976,0.3336968906107482,1,0.3601692262805336,4.1863475827476355,-0.948935030885655,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.0028953616306676704
190000,-0.954163125395001,0.1555506669392685,0.9547046853746279,1,-0.11882622058729395,-0.30964340420082415,1.5315684812399581,True,True,False,False,False,False,False,False,False,False,True,False,604735.8242865137,0.000289536163066767
570000,0.7033883554445931,-0.4787301312737432,0.3336968906107482,2,-0.4657621750943652,-0.30964340420082415,0.48212468764835215,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.022410099021367768
350000,-0.6779045452550687,-0.3712606272575851,0.3336968906107482,2,-0.6694471548372263,-0.30964340420082415,0.9591445938263546,True,True,False,False,False,False,False,False,False,False,True,False,503753.382088303,0.033412473217904914
380000,-0.6779045452550687,0.1555506669392685,0.9547046853746279,4,-0.11882622058729395,-0.30964340420082415,1.5792704718577584,True,True,False,False,False,False,False,False,False,False,True,False,604735.8242865137,0.01870403613411315
780000,0.7033883554445931,-0.3712606272575851,0.6442007879926881,1,-0.34489416513706284,-0.30964340420082415,1.1738035516064564,True,True,False,False,False,False,False,False,False,True,False,False,503753.382088303,0.013839828594591465
240000,0.42712977530466073,-1.317413711635134,-0.5978148015350713,1,-1.1327745263402182,-0.30964340420082415,1.3813072107938877,True,False,False,False,True,False,True,False,False,False,False,False,508516.7376,0.014824251549018473
840000,1.2559055157244579,-0.47451564092016835,-0.7530667502260412,1,0.32323733434913554,-0.30964340420082415,-0.488610821423883,True,False,False,False,True,False,False,False,False,True,False,False,741613.3946053946,0.01291331287277781
250000,-0.954163125395001,0.1555506669392685,0.6442007879926881,2,-0.31490099229580626,-0.30964340420082415,0.792187626664054,True,True,False,False,False,False,False,False,False,True,False,False,766432.6854545454,0.01783542764491285
400000,-0.6779045452550687,-0.3712606272575851,0.6442007879926881,2,-0.6694471548372263,-0.30964340420082415,1.388462509386557,True,True,False,False,False,False,True,False,False,False,False,False,503753.382088303,0.03810295905958654
150000,-2.0591974459547306,-0.7653154753168315,0.3336968906107482,1,-0.826127908485581,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
100000,-2.0591974459547306,-0.3712606272575851,0.17844494191977828,2,-0.6470641900303185,-0.30964340420082415,-0.3288091528542518,True,True,False,False,False,False,True,False,False,False,False,False,741613.3946053946,0.00040535062829347385
1275000,0.9796469355845254,1.5905846323314976,-0.13205895546216156,1,1.0958972794835937,2.687683920431482,-1.0204880168123556,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.0012160518848804217
270000,-0.40164596511513634,-0.4766228860969558,-0.4425628528441014,2,-0.826127908485581,2.687683920431482,0.014645179593910335,True,False,False,False,True,False,False,True,False,False,False,False,313654.15887850465,0.0008107012565869477
1275000,0.9796469355845254,1.5905846323314976,-0.13205895546216156,1,1.0958972794835937,2.687683920431482,-1.0204880168123556,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.0012160518848804217
220000,-1.2304217055349334,-1.0287211224152584,0.17844494191977828,2,-1.0365277776705144,-0.30964340420082415,1.445704898127918,True,True,False,False,False,False,True,False,False,False,False,False,208658.3354037267,0.001273959117493775
600000,0.15087119516472836,0.1555506669392685,-0.13205895546216156,1,-0.10987303466453069,-0.30964340420082415,1.5387237798326276,True,True,False,False,False,False,False,False,False,False,True,False,766432.6854545454,0.0016793097457872487
900000,-0.125387384975204,1.5905846323314976,-0.13205895546216156,1,0.8078285224186901,2.687683920431482,-0.8058290590322543,True,True,False,False,False,False,False,False,False,True,False,False,969896.0575719649,0.0010423301870403614
495000,0.7033883554445931,-0.4787301312737432,-0.5978148015350713,1,-0.4948600293433453,-0.30964340420082415,0.2722359289300313,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
980000,1.53216409586439,-0.4787301312737432,0.02319299322880837,1,0.10545108677792267,-0.30964340420082415,-0.6865740824877536,False,False,False,False,True,False,False,False,False,True,False,False,969896.0575719649,0.000984422954427008
1375000,0.7033883554445931,-0.14999988369490655,-0.5978148015350713,1,0.7630625928048744,-0.30964340420082415,-0.7581270684144542,False,False,False,False,True,False,False,False,False,True,False,False,1491966.6333333333,0.010597023568243673
340000,-0.40164596511513634,-0.8980719214544386,-0.2873109041531315,1,-0.8252325898933046,-0.30964340420082415,0.26985082939914173,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
1300000,0.9796469355845254,0.05651014363026004,-0.2873109041531315,2,0.8302114872255979,-0.30964340420082415,-1.2923893633338166,False,False,False,False,True,False,False,False,False,True,False,False,1795106.0558659218,0.003011176095894377
600000,0.7033883554445931,-0.4766228860969558,0.17844494191977828,1,0.10276513100109362,-0.30964340420082415,-0.5673191059432531,True,False,False,False,True,False,False,False,False,True,False,False,741613.3946053946,0.01291331287277781
300000,-1.2304217055349334,-0.4766228860969558,0.02319299322880837,1,-0.3829452053088062,-0.30964340420082415,0.005104781470349641,True,False,False,False,True,False,True,False,False,False,False,False,604735.8242865137,0.000579072326133534
500000,-0.954163125395001,0.07758259539813418,1.4204605314475376,2,-0.579915295609595,-0.30964340420082415,0.5775286688839532,True,True,False,False,False,False,False,False,False,False,True,False,508516.7376,0.00017372169784006023
1099000,0.9796469355845254,0.15133617658569368,-0.2873109041531315,1,0.04546474109540955,-0.30964340420082415,-0.5434681106343526,True,False,False,False,True,False,False,False,False,False,True,False,1323925.242816092,5.790723261335341e-05
350000,-1.5066802856748658,0.1534434217624811,0.4889488393017181,2,0.31540329666671796,-0.30964340420082415,-0.5673191059432531,True,False,False,False,True,False,False,False,False,False,True,False,604735.8242865137,0.01326075626845793
434999,0.7033883554445931,-0.8959646762776512,-0.5978148015350713,1,-0.7142130844510419,2.687683920431482,0.14821075332375075,True,False,False,False,True,False,False,True,False,False,False,False,508516.7376,0.004748393074294979
186000,-1.2304217055349334,-0.8980719214544386,0.6442007879926881,2,-0.8238896120048903,-0.30964340420082415,-0.11415019507415099,True,False,False,False,True,False,True,False,False,False,False,False,503753.382088303,0.03873993861833343
625000,1.53216409586439,-0.4808373764505306,-0.5978148015350713,1,-0.9452052812583306,-0.30964340420082415,0.35809951204207163,True,False,False,False,False,False,True,False,False,False,False,False,503753.382088303,0.0012160518848804217
625000,1.53216409586439,-0.4808373764505306,-0.5978148015350713,1,-0.9452052812583306,-0.30964340420082415,0.35809951204207163,True,False,False,False,False,False,True,False,False,False,False,False,503753.382088303,0.0012160518848804217
